user_id,time_seq,time_point,cate_8_time_point,lookcate8num,lookcate8brandnum
258026,45,32,11,2,1
258027,11,3,1,8,1
258028,57,11,4,3,2
258029,22,21,7,8,2
258030,73,53,10,42,2
258031,0,1,0,0,0
258032,49,13,2,3,2
258033,44,11,6,18,3
258034,45,1,1,1,1
258035,6,1,1,3,2
258036,63,9,7,13,7
258037,32,4,1,1,1
258038,25,6,4,4,2
258039,67,11,2,2,1
258040,74,14,6,23,9
258041,3,3,3,11,7
258042,36,6,6,32,8
258043,53,2,2,10,3
258044,36,25,8,13,5
258045,0,0,0,0,0
258046,70,65,10,5,3
258047,67,26,4,10,4
258048,58,7,5,17,2
258049,58,4,3,3,3
258050,61,9,8,16,7
258051,31,6,4,9,3
258052,22,8,5,10,6
258053,49,11,5,14,3
258054,53,15,1,1,1
258055,57,6,5,10,2
258056,38,8,5,17,5
258057,31,13,4,4,3
258058,23,8,5,10,6
258059,57,19,13,9,4
258060,71,21,14,7,3
258061,11,2,2,9,4
258062,4,1,1,7,5
258063,66,6,2,9,3
258064,57,35,12,39,9
258065,69,22,4,13,4
258066,59,14,6,12,7
258067,39,2,2,2,1
258068,43,12,9,10,6
258069,33,16,6,11,3
258070,45,5,5,9,4
258071,10,5,4,5,4
258072,65,14,7,6,3
258073,32,2,2,5,1
258074,15,5,4,11,3
258075,2,4,1,4,3
258076,54,20,7,8,4
258077,28,5,4,10,4
258078,34,3,1,2,1
258079,57,9,4,5,3
258080,43,6,5,12,1
258081,1,2,1,1,1
258082,37,8,2,4,2
258083,49,2,2,7,6
258084,5,1,1,1,1
258085,73,6,5,3,1
258086,73,13,6,5,2
258087,74,10,3,3,2
258088,36,6,5,4,1
258089,63,2,1,1,1
258090,-1,2,0,0,0
258091,1,1,1,8,3
258092,74,3,3,4,2
258093,11,2,2,9,4
258094,23,6,4,5,1
258095,61,24,4,4,3
258096,55,11,8,50,10
258097,40,17,4,6,4
258098,48,5,3,3,1
258099,38,13,8,54,11
258100,16,8,3,8,5
258101,7,4,2,4,2
258102,37,12,4,16,5
258103,73,3,3,2,1
258104,20,10,4,4,2
258105,36,10,1,2,1
258106,63,30,7,32,9
258107,61,12,6,9,4
258108,47,22,9,4,3
258109,60,13,3,5,3
258110,34,3,3,6,4
258111,17,20,7,16,9
258112,55,5,4,14,4
258113,44,3,2,3,3
258114,56,25,11,8,3
258115,53,5,4,14,4
258116,0,5,1,3,1
258117,31,3,2,2,2
258118,51,4,3,11,8
258119,59,17,4,15,2
258120,47,34,9,16,7
258121,13,3,1,1,1
258122,41,12,11,8,6
258123,42,8,5,6,2
258124,0,0,0,0,0
258125,41,16,5,15,1
258126,0,2,0,0,0
258127,35,20,3,4,4
258128,36,3,2,3,2
258129,40,10,2,3,3
258130,42,21,4,9,2
258131,31,4,4,5,4
258132,36,9,9,21,8
258133,61,9,5,8,5
258134,38,10,9,15,2
258135,51,16,5,1,1
258136,56,10,6,13,5
258137,32,14,13,24,9
258138,52,26,6,12,4
258139,26,7,2,14,3
258140,26,2,2,3,1
258141,44,4,2,3,2
258142,47,10,2,2,1
258143,32,31,11,17,7
258144,35,4,3,9,6
258145,63,29,4,8,2
258146,60,13,10,15,6
258147,27,4,1,1,1
258148,60,8,4,15,4
258149,38,7,6,49,9
258150,20,6,1,2,1
258151,48,5,5,11,2
258152,74,3,2,5,3
258153,7,1,1,3,2
258154,32,4,4,6,4
258155,62,19,11,11,1
258156,47,21,10,16,4
258157,49,10,8,17,8
258158,13,11,4,19,5
258159,46,8,8,22,4
258160,61,9,4,2,2
258161,19,2,2,3,1
258162,35,11,4,10,4
258163,40,7,3,11,2
258164,62,3,3,4,2
258165,14,9,9,12,2
258166,2,2,2,14,2
258167,31,8,2,2,1
258168,0,0,0,0,0
258169,22,10,3,4,2
258170,33,5,5,6,2
258171,43,6,6,10,5
258172,74,1,1,1,1
258173,70,9,2,4,2
258174,25,7,6,16,7
258175,18,1,1,7,6
258176,50,11,2,3,3
258177,36,13,13,34,6
258178,27,14,13,56,14
258179,4,1,1,4,1
258180,36,16,8,11,3
258181,50,39,7,9,5
258182,25,7,3,5,2
258183,52,11,6,14,3
258184,22,10,9,26,6
258185,40,10,6,12,5
258186,54,36,8,20,7
258187,31,2,2,4,1
258188,46,5,4,7,3
258189,57,22,8,20,7
258190,45,14,10,11,6
258191,56,11,10,21,7
258192,72,12,6,6,5
258193,58,15,10,26,4
258194,74,28,11,4,2
258195,57,11,10,24,7
258196,41,24,6,10,4
258197,1,2,2,7,1
258198,35,3,3,8,1
258199,46,12,7,18,8
258200,52,7,6,9,1
258201,63,12,10,38,2
258202,22,7,5,8,4
258203,58,2,2,2,1
258204,57,14,4,11,1
258205,39,21,5,9,3
258206,66,13,13,14,4
258207,53,12,4,6,5
258208,1,1,1,1,1
258209,73,16,14,14,4
258210,34,11,6,11,7
258211,37,21,4,4,2
258212,71,12,9,18,1
258213,42,8,1,1,1
258214,47,11,6,9,4
258215,74,17,8,29,6
258216,60,15,10,15,4
258217,66,38,10,19,7
258218,8,4,2,8,3
258219,31,5,3,10,4
258220,39,4,3,2,2
258221,32,24,3,5,2
258222,49,13,5,20,6
258223,40,13,2,2,2
258224,66,15,8,16,6
258225,40,3,3,5,2
258226,55,10,5,11,4
258227,55,15,14,29,11
258228,6,44,1,3,3
258229,43,11,10,7,1
258230,51,14,11,21,3
258231,51,5,5,22,7
258232,15,15,9,43,6
258233,3,4,2,8,2
258234,35,8,8,5,3
258235,2,2,2,25,8
258236,26,7,3,4,1
258237,60,19,10,14,5
258238,33,7,4,3,2
258239,74,17,10,20,7
258240,74,6,4,6,3
258241,49,13,7,19,2
258242,32,5,5,14,1
258243,45,3,3,3,2
258244,31,4,4,10,5
258245,37,10,10,10,3
258246,73,17,8,18,4
258247,70,10,10,10,2
258248,74,17,8,3,1
258249,44,4,4,3,2
258250,45,11,2,5,2
258251,32,2,2,3,2
258252,51,7,7,15,6
258253,43,13,8,19,7
258254,44,2,2,4,2
258255,32,11,7,1,1
258256,60,10,5,3,3
258257,15,8,3,16,4
258258,67,10,8,9,1
258259,37,5,5,11,4
258260,32,2,2,2,2
258261,61,21,4,5,4
258262,43,10,6,23,4
258263,63,9,9,24,5
258264,27,2,2,7,5
258265,40,2,2,8,1
258266,26,5,3,3,3
258267,46,8,3,3,2
258268,72,5,3,3,1
258269,72,11,3,6,3
258270,61,16,5,20,4
258271,59,25,11,36,9
258272,31,4,3,2,2
258273,7,3,3,9,4
258274,41,8,8,2,1
258275,36,2,2,1,1
258276,72,10,5,8,4
258277,2,5,1,1,1
258278,73,13,9,8,4
258279,45,9,6,8,4
258280,57,5,5,14,4
258281,32,8,8,15,5
258282,67,6,4,8,4
258283,33,12,5,5,5
258284,74,33,7,5,5
258285,42,17,7,11,2
258286,32,8,7,12,4
258287,39,17,6,16,4
258288,61,42,6,8,6
258289,45,4,4,6,1
258290,32,7,7,8,5
258291,49,8,2,4,2
258292,1,3,1,5,2
258293,52,6,5,9,3
258294,47,16,8,28,7
258295,48,3,3,19,11
258296,35,6,6,16,6
258297,53,50,9,23,4
258298,1,1,1,4,3
258299,48,19,13,41,6
258300,46,36,10,25,5
258301,46,3,3,3,3
258302,41,6,6,19,3
258303,20,4,4,12,1
258304,74,26,6,9,5
258305,51,7,6,6,1
258306,62,14,4,17,8
258307,49,13,7,21,3
258308,61,6,4,6,4
258309,43,20,12,31,12
258310,46,12,8,8,5
258311,28,23,8,16,8
258312,35,5,3,5,2
258313,24,8,3,15,2
258314,6,5,4,14,5
258315,43,22,19,74,6
258316,63,7,3,4,4
258317,22,9,2,5,4
258318,41,2,2,2,1
258319,30,16,3,2,2
258320,5,2,1,9,2
258321,5,1,1,1,1
258322,13,38,9,15,6
258323,1,1,1,12,4
258324,26,11,2,2,1
258325,36,28,8,9,2
258326,66,8,4,7,4
258327,59,26,26,17,5
258328,16,1,1,3,1
258329,67,57,27,41,3
258330,17,13,5,3,1
258331,65,23,10,32,12
258332,37,9,8,13,7
258333,4,4,3,23,5
258334,6,4,4,26,7
258335,61,15,4,4,3
258336,25,17,11,54,11
258337,20,3,3,9,4
258338,25,5,5,11,5
258339,16,2,1,1,1
258340,12,3,2,3,2
258341,0,15,0,0,0
258342,47,13,5,6,3
258343,36,7,7,7,2
258344,14,4,4,8,1
258345,8,7,7,5,1
258346,46,20,10,13,5
258347,55,6,6,6,2
258348,29,11,7,7,7
258349,44,8,6,9,4
258350,56,27,14,38,11
258351,25,13,3,3,3
258352,60,13,9,14,10
258353,62,7,3,5,3
258354,25,4,4,3,1
258355,60,6,6,13,4
258356,37,3,3,7,5
258357,29,6,2,16,2
258358,35,7,6,13,7
258359,7,7,5,5,2
258360,1,2,1,1,1
258361,32,5,5,10,5
258362,34,2,1,1,1
258363,29,7,6,36,4
258364,32,9,9,15,4
258365,3,6,2,2,2
258366,32,2,2,6,4
258367,49,11,10,26,10
258368,34,6,5,11,4
258369,43,10,6,21,8
258370,40,14,6,13,4
258371,43,19,7,13,2
258372,40,22,18,33,8
258373,54,8,7,4,3
258374,45,3,2,11,2
258375,0,0,0,0,0
258376,48,7,4,5,3
258377,39,4,4,4,1
258378,47,5,4,9,2
258379,41,47,7,23,7
258380,64,9,5,3,1
258381,52,32,10,17,9
258382,47,6,2,3,1
258383,33,8,4,17,6
258384,39,10,10,27,9
258385,45,21,11,17,5
258386,15,9,4,5,4
258387,41,26,14,57,7
258388,64,11,8,10,5
258389,61,24,8,23,7
258390,58,34,5,8,6
258391,53,22,6,6,5
258392,46,27,7,47,9
258393,39,10,10,77,11
258394,72,14,4,4,3
258395,11,5,4,11,3
258396,29,11,7,37,6
258397,71,18,8,19,4
258398,44,39,13,39,7
258399,67,16,15,63,11
258400,18,8,4,17,5
258401,53,13,5,6,3
258402,41,2,2,3,3
258403,14,9,9,4,1
258404,73,27,16,24,8
258405,64,26,6,5,4
258406,72,14,7,10,3
258407,31,12,7,22,7
258408,45,13,12,17,8
258409,67,20,6,13,3
258410,58,3,3,9,3
258411,33,4,4,13,5
258412,39,13,11,34,5
258413,41,5,5,11,6
258414,71,29,12,16,9
258415,57,36,13,15,6
258416,63,18,9,8,5
258417,65,8,2,4,1
258418,72,24,9,9,6
258419,9,16,5,7,2
258420,59,11,6,11,3
258421,23,6,2,3,2
258422,1,6,2,2,1
258423,9,3,3,11,5
258424,74,21,8,6,1
258425,43,5,5,15,3
258426,70,13,5,28,3
258427,74,6,6,7,1
258428,15,3,2,2,2
258429,53,12,11,16,5
258430,60,11,5,16,6
258431,31,5,4,12,6
258432,54,20,12,29,7
258433,72,11,9,35,6
258434,59,8,8,14,2
258435,14,3,3,13,5
258436,32,16,11,38,10
258437,1,4,1,6,2
258438,4,3,3,13,5
258439,41,14,3,3,2
258440,53,26,12,18,2
258441,54,6,6,26,2
258442,31,13,13,7,2
258443,16,23,3,3,3
258444,57,18,15,24,4
258445,40,14,3,10,7
258446,43,14,12,22,7
258447,45,5,5,7,4
258448,32,11,8,19,4
258449,29,17,5,5,1
258450,74,42,21,27,9
258451,67,19,10,19,1
258452,44,54,13,13,5
258453,64,23,9,13,5
258454,52,10,4,9,2
258455,33,14,10,17,9
258456,73,40,10,11,6
258457,13,7,6,20,5
258458,18,12,1,1,1
258459,43,11,9,7,7
258460,28,5,2,6,1
258461,9,7,5,7,1
258462,48,6,2,10,4
258463,9,2,2,5,1
258464,50,32,12,11,4
258465,62,11,11,22,8
258466,24,21,16,21,7
258467,55,9,8,21,5
258468,42,12,10,12,3
258469,54,9,9,1,1
258470,58,13,9,26,2
258471,36,11,4,27,6
258472,34,18,18,43,10
258473,73,10,10,27,7
258474,1,2,2,9,3
258475,58,5,5,8,5
258476,45,15,8,29,12
258477,37,18,14,21,8
258478,73,12,2,1,1
258479,8,9,2,2,2
258480,36,10,9,10,3
258481,17,3,3,6,3
258482,21,3,2,3,2
258483,8,1,1,6,2
258484,25,11,9,26,9
258485,37,5,5,4,2
258486,58,17,16,2,2
258487,58,13,11,66,5
258488,44,25,5,5,3
258489,46,6,4,33,3
258490,19,11,9,22,2
258491,18,7,6,24,2
258492,57,8,6,9,2
258493,37,22,9,10,5
258494,36,13,5,6,4
258495,35,9,9,8,4
258496,59,50,21,15,8
258497,10,13,2,2,2
258498,27,13,3,3,3
258499,51,35,13,47,4
258500,52,36,21,26,5
258501,55,26,10,17,7
258502,62,13,6,10,6
258503,39,6,6,18,2
258504,45,9,4,8,5
258505,53,14,3,7,1
258506,38,3,3,9,6
258507,74,22,7,8,3
258508,50,39,8,9,8
258509,73,10,5,14,6
258510,58,46,12,13,7
258511,38,16,10,15,6
258512,62,16,5,3,1
258513,5,1,1,1,1
258514,71,6,4,11,6
258515,72,37,7,12,2
258516,7,9,4,12,7
258517,69,22,6,12,6
258518,13,10,7,6,3
258519,66,15,14,21,2
258520,60,4,4,4,2
258521,1,1,1,2,2
258522,53,10,8,3,1
258523,44,12,4,8,3
258524,12,2,2,3,3
258525,38,15,11,17,4
258526,72,17,8,4,2
258527,54,17,17,20,4
258528,28,4,3,4,2
258529,8,2,2,4,2
258530,59,5,3,8,2
258531,48,15,6,4,2
258532,72,11,6,19,8
258533,72,5,4,10,2
258534,21,12,8,15,6
258535,1,1,1,7,3
258536,72,49,12,6,2
258537,35,2,2,4,1
258538,36,32,11,42,7
258539,1,1,1,1,1
258540,2,1,1,2,2
258541,24,5,5,20,4
258542,74,8,2,5,2
258543,71,32,24,30,9
258544,43,13,13,13,2
258545,31,11,5,13,8
258546,63,19,6,5,4
258547,36,48,5,11,7
258548,50,16,7,17,2
258549,41,11,5,12,6
258550,33,16,7,6,5
258551,4,7,3,11,4
258552,64,13,7,27,5
258553,28,10,9,19,5
258554,25,23,7,20,7
258555,62,9,4,4,3
258556,36,15,9,18,7
258557,47,6,4,8,2
258558,64,44,7,20,4
258559,73,8,5,11,6
258560,21,8,3,7,3
258561,49,20,9,11,7
258562,65,16,11,33,6
258563,73,18,6,5,3
258564,31,8,2,5,5
258565,71,19,9,24,10
258566,45,15,10,53,12
258567,2,3,2,6,3
258568,14,6,3,11,7
258569,42,7,3,17,1
258570,0,0,0,0,0
258571,46,6,4,10,1
258572,19,12,12,49,10
258573,24,13,4,15,6
258574,56,16,9,8,2
258575,59,6,4,12,5
258576,15,2,2,1,1
258577,45,13,11,10,4
258578,24,7,7,14,7
258579,25,22,9,18,6
258580,43,8,6,7,2
258581,37,6,3,3,3
258582,69,2,2,5,2
258583,34,5,4,7,3
258584,40,26,7,15,4
258585,44,9,9,13,7
258586,38,4,2,6,4
258587,51,5,4,9,3
258588,46,13,7,8,6
258589,31,8,3,23,4
258590,29,27,17,55,5
258591,48,11,11,17,4
258592,5,5,3,18,7
258593,12,12,6,11,4
258594,69,8,4,7,4
258595,3,2,1,5,4
258596,-1,0,0,0,0
258597,53,6,3,7,6
258598,45,20,19,54,14
258599,59,8,2,6,4
258600,22,7,7,36,10
258601,67,8,5,1,1
258602,27,9,9,13,3
258603,31,21,3,11,7
258604,74,45,12,19,8
258605,66,8,6,8,3
258606,13,11,7,44,9
258607,53,18,13,54,15
258608,46,3,3,9,2
258609,34,3,3,1,1
258610,67,9,7,23,9
258611,36,1,1,1,1
258612,15,10,2,8,3
258613,32,11,4,14,5
258614,43,60,12,15,6
258615,31,19,7,11,5
258616,27,3,2,10,1
258617,73,6,6,5,2
258618,66,35,5,11,3
258619,12,2,1,2,1
258620,44,31,21,23,10
258621,56,8,7,14,4
258622,48,14,2,3,2
258623,55,39,12,23,1
258624,53,7,7,13,5
258625,73,4,3,6,4
258626,15,11,9,64,9
258627,1,1,1,2,1
258628,39,13,4,14,6
258629,26,13,9,12,4
258630,34,57,8,29,9
258631,0,3,0,0,0
258632,35,23,15,27,6
258633,67,12,8,9,6
258634,44,18,7,11,2
258635,58,10,9,39,5
258636,0,0,0,0,0
258637,41,17,4,27,1
258638,5,2,1,1,1
258639,47,26,5,10,7
258640,11,5,2,3,2
258641,20,6,5,12,2
258642,1,2,1,4,1
258643,72,5,3,11,4
258644,57,7,7,13,2
258645,43,8,3,6,3
258646,32,11,6,10,3
258647,58,12,5,14,1
258648,61,34,16,24,2
258649,71,13,7,4,4
258650,44,13,11,31,6
258651,39,2,2,4,1
258652,42,14,6,11,3
258653,17,3,3,3,1
258654,43,8,4,4,3
258655,33,4,3,9,6
258656,43,6,6,18,6
258657,49,23,8,28,4
258658,33,11,7,4,1
258659,54,37,5,2,1
258660,62,3,2,3,2
258661,67,7,6,3,3
258662,0,3,0,0,0
258663,13,8,7,11,6
258664,39,11,11,17,7
258665,22,16,7,3,1
258666,8,23,2,1,1
258667,39,6,1,1,1
258668,5,6,5,60,12
258669,1,1,1,2,2
258670,50,15,7,19,5
258671,57,10,8,12,5
258672,30,14,5,5,5
258673,61,4,4,10,4
258674,0,13,0,0,0
258675,40,9,2,6,0
258676,31,3,3,6,2
258677,2,1,1,2,0
258678,53,13,7,15,1
258679,55,8,8,20,4
258680,31,10,5,17,9
258681,74,11,7,15,9
258682,12,3,3,8,5
258683,56,14,5,7,3
258684,61,11,10,36,4
258685,0,0,0,0,0
258686,46,5,4,5,2
258687,33,3,3,4,2
258688,54,18,10,17,6
258689,55,6,6,5,3
258690,37,13,9,58,10
258691,62,5,5,28,5
258692,1,1,1,3,3
258693,35,5,5,6,1
258694,40,27,8,10,5
258695,43,24,10,47,5
258696,43,5,5,10,4
258697,25,8,6,9,3
258698,37,5,4,7,4
258699,54,18,9,17,6
258700,41,11,10,61,3
258701,32,19,19,21,4
258702,45,29,19,27,7
258703,1,1,1,2,2
258704,73,8,5,19,7
258705,45,3,3,4,2
258706,41,8,8,16,2
258707,66,12,5,5,2
258708,54,10,8,18,6
258709,44,28,4,4,2
258710,33,8,4,14,7
258711,1,1,1,2,2
258712,35,9,8,9,6
258713,54,13,5,4,4
258714,60,14,7,13,5
258715,42,24,12,22,5
258716,57,6,5,8,7
258717,38,14,8,5,2
258718,32,2,2,2,2
258719,25,3,3,1,1
258720,63,19,3,21,4
258721,27,10,6,9,3
258722,58,15,6,5,4
258723,67,17,9,8,4
258724,40,14,14,15,7
258725,62,15,5,1,1
258726,60,11,7,30,3
258727,60,36,11,17,5
258728,41,9,4,8,5
258729,23,4,4,15,7
258730,70,10,4,3,3
258731,72,11,8,8,5
258732,48,8,8,28,4
258733,23,5,5,7,3
258734,48,9,6,10,3
258735,0,5,1,4,2
258736,56,23,5,5,2
258737,13,6,5,18,3
258738,38,32,10,13,5
258739,37,13,9,21,6
258740,50,16,15,16,2
258741,72,27,3,11,6
258742,50,43,13,71,12
258743,31,23,3,17,4
258744,60,27,6,11,6
258745,69,21,7,32,10
258746,74,21,17,41,6
258747,5,4,1,9,3
258748,24,9,5,15,5
258749,14,8,4,5,4
258750,53,14,7,16,4
258751,35,4,4,11,2
258752,24,11,2,6,4
258753,54,5,4,4,1
258754,53,17,8,14,3
258755,31,3,2,3,3
258756,35,5,5,6,3
258757,2,3,1,21,6
258758,32,5,5,5,3
258759,61,25,14,22,5
258760,65,16,12,38,11
258761,61,13,7,20,7
258762,70,31,8,14,6
258763,18,6,4,10,4
258764,68,35,18,57,16
258765,51,11,8,10,1
258766,32,4,3,13,6
258767,25,9,5,13,5
258768,60,4,4,2,1
258769,21,3,1,1,1
258770,55,24,5,8,6
258771,63,13,10,39,11
258772,33,14,7,5,2
258773,31,21,9,21,7
258774,72,2,2,3,2
258775,43,13,3,6,3
258776,36,14,5,10,1
258777,58,11,6,4,4
258778,72,30,12,35,1
258779,5,4,4,37,7
258780,39,14,9,23,7
258781,41,6,5,5,2
258782,52,11,5,14,2
258783,41,9,3,4,4
258784,1,3,1,2,2
258785,70,21,13,18,7
258786,25,6,3,7,3
258787,60,12,10,47,3
258788,71,7,5,13,1
258789,73,3,2,2,1
258790,46,3,2,6,1
258791,68,7,6,13,5
258792,36,22,9,11,4
258793,43,3,2,3,1
258794,47,7,5,9,2
258795,-1,0,0,0,0
258796,32,10,6,12,6
258797,71,12,5,13,6
258798,48,27,6,4,1
258799,0,3,0,0,0
258800,1,3,1,2,1
258801,42,13,8,16,5
258802,0,2,0,0,0
258803,53,6,5,22,10
258804,1,6,1,6,4
258805,65,8,4,5,1
258806,67,48,14,16,6
258807,54,9,6,9,4
258808,4,2,2,6,4
258809,48,10,9,22,8
258810,56,10,9,21,11
258811,51,3,3,9,5
258812,48,11,11,53,3
258813,63,7,5,9,4
258814,0,0,0,0,0
258815,51,7,3,5,1
258816,7,2,2,2,1
258817,36,11,4,5,2
258818,10,11,7,28,8
258819,53,11,2,3,2
258820,36,11,11,27,9
258821,50,4,2,4,1
258822,31,7,7,11,4
258823,54,50,11,16,5
258824,69,10,10,31,7
258825,3,3,3,2,2
258826,57,26,9,10,5
258827,71,7,7,29,5
258828,1,1,1,3,2
258829,74,4,2,4,2
258830,59,17,15,26,6
258831,36,6,5,36,5
258832,60,40,12,15,4
258833,2,2,2,2,1
258834,58,14,11,4,3
258835,66,51,7,7,3
258836,73,3,2,3,3
258837,51,5,4,10,7
258838,43,9,7,25,8
258839,71,10,8,7,4
258840,74,5,4,12,4
258841,30,7,4,3,1
258842,53,10,8,15,4
258843,39,16,16,13,6
258844,40,22,10,8,3
258845,66,9,4,5,2
258846,41,15,7,15,4
258847,24,16,8,25,9
258848,68,32,11,19,3
258849,33,7,7,10,4
258850,38,43,17,31,11
258851,48,13,4,6,2
258852,41,8,7,2,2
258853,70,12,10,27,1
258854,-1,1,0,0,0
258855,65,12,8,25,8
258856,36,3,3,3,1
258857,74,10,7,20,5
258858,70,7,6,5,3
258859,50,22,5,4,3
258860,29,3,2,6,3
258861,74,17,5,8,3
258862,54,5,5,16,5
258863,2,2,2,7,3
258864,49,4,4,3,1
258865,36,21,4,9,6
258866,13,2,2,4,3
258867,72,18,4,8,5
258868,4,4,4,11,5
258869,60,10,5,16,5
258870,48,15,6,8,1
258871,67,5,5,4,3
258872,66,17,6,10,6
258873,40,22,12,17,3
258874,52,33,7,19,3
258875,40,18,6,7,4
258876,58,9,7,29,10
258877,33,6,3,3,1
258878,21,10,3,4,3
258879,19,6,4,4,4
258880,36,8,7,15,5
258881,72,13,6,6,5
258882,74,6,4,10,1
258883,62,2,1,1,1
258884,31,8,3,3,1
258885,57,5,4,28,1
258886,31,7,7,9,4
258887,73,12,11,22,5
258888,31,30,8,12,4
258889,27,6,4,6,3
258890,44,11,9,25,3
258891,37,8,8,13,4
258892,35,8,7,19,7
258893,55,15,3,8,4
258894,58,16,5,9,6
258895,47,22,6,5,5
258896,38,3,3,4,2
258897,70,6,4,6,3
258898,64,31,10,19,8
258899,5,12,5,7,3
258900,43,5,4,6,1
258901,34,7,7,21,7
258902,10,8,3,3,1
258903,52,9,7,8,5
258904,66,15,2,3,1
258905,36,6,5,9,4
258906,66,3,3,4,1
258907,1,2,1,6,3
258908,58,7,4,9,4
258909,66,4,2,2,2
258910,54,12,8,4,2
258911,45,3,3,8,2
258912,51,4,4,5,3
258913,41,11,3,4,4
258914,57,6,3,11,4
258915,46,14,14,9,2
258916,69,11,11,1,1
258917,31,11,4,6,4
258918,0,3,1,2,1
258919,39,15,7,11,4
258920,41,11,9,22,12
258921,40,11,7,5,4
258922,31,5,3,3,1
258923,74,9,6,9,6
258924,54,25,8,10,8
258925,12,5,5,7,1
258926,59,16,8,12,5
258927,55,39,4,7,1
258928,3,3,2,20,2
258929,57,13,4,5,3
258930,52,24,11,27,5
258931,44,8,4,10,4
258932,14,7,5,5,3
258933,21,19,3,10,4
258934,49,17,10,12,3
258935,61,58,11,16,6
258936,45,12,5,13,3
258937,24,4,4,2,2
258938,43,7,7,20,2
258939,1,1,1,2,2
258940,41,6,3,19,3
258941,53,16,5,7,2
258942,34,12,8,15,7
258943,57,14,13,38,10
258944,64,11,7,11,1
258945,26,6,6,22,6
258946,4,10,1,1,1
258947,40,16,9,9,5
258948,16,4,3,38,8
258949,61,5,5,14,6
258950,46,9,9,22,6
258951,60,13,7,19,3
258952,59,15,10,20,8
258953,42,7,5,7,5
258954,40,17,9,38,4
258955,39,6,5,18,5
258956,53,39,6,10,3
258957,47,8,8,33,6
258958,45,13,9,9,1
258959,35,1,1,1,1
258960,60,8,6,13,4
258961,63,12,9,17,11
258962,69,9,6,8,4
258963,55,14,9,11,4
258964,6,2,2,12,4
258965,44,8,4,3,3
258966,29,8,7,21,7
258967,74,9,6,4,2
258968,30,18,6,9,3
258969,64,9,8,14,6
258970,32,5,5,26,5
258971,57,16,10,16,4
258972,57,28,6,25,7
258973,40,14,6,7,3
258974,4,2,2,3,2
258975,51,5,2,17,2
258976,39,12,11,8,3
258977,22,7,7,23,3
258978,53,47,11,13,7
258979,50,11,7,8,4
258980,61,2,2,1,1
258981,43,9,5,29,6
258982,11,16,5,17,2
258983,4,1,1,8,1
258984,26,4,4,5,3
258985,47,7,6,10,3
258986,59,21,9,4,4
258987,35,17,4,21,8
258988,14,25,9,42,8
258989,30,5,5,11,1
258990,43,38,5,5,3
258991,5,3,3,8,4
258992,56,12,11,10,3
258993,62,20,9,9,3
258994,36,12,7,11,3
258995,69,15,5,7,6
258996,46,2,2,8,2
258997,4,15,3,4,2
258998,43,20,15,43,10
258999,72,13,10,11,8
259000,44,4,4,12,5
259001,51,11,5,3,3
259002,47,12,11,13,4
259003,58,26,8,38,2
259004,53,30,9,15,3
259005,29,7,4,10,5
259006,36,10,8,18,6
259007,6,9,1,4,1
259008,33,9,5,18,6
259009,71,7,7,3,1
259010,60,12,11,18,2
259011,18,10,7,30,4
259012,52,11,6,10,7
259013,43,41,8,6,3
259014,38,5,5,25,3
259015,44,12,8,21,5
259016,45,6,5,10,8
259017,53,10,5,14,6
259018,60,9,6,21,9
259019,59,6,4,11,4
259020,40,4,2,3,1
259021,74,18,8,14,2
259022,12,12,3,4,3
259023,31,3,2,2,1
259024,14,2,1,1,1
259025,52,5,3,9,3
259026,65,43,16,17,5
259027,39,7,6,17,5
259028,1,2,1,1,1
259029,59,7,5,4,4
259030,34,3,2,13,3
259031,64,30,23,48,10
259032,9,3,3,6,2
259033,45,10,6,15,6
259034,72,21,8,4,2
259035,55,5,5,6,2
259036,0,0,0,0,0
259037,46,3,2,5,3
259038,59,8,8,9,3
259039,23,3,3,5,3
259040,63,19,16,31,6
259041,50,8,6,21,2
259042,6,1,1,1,1
259043,53,15,9,14,6
259044,5,5,3,16,7
259045,73,3,3,8,2
259046,4,1,1,1,1
259047,70,12,8,16,4
259048,70,9,8,12,6
259049,48,12,4,5,2
259050,19,5,4,3,1
259051,38,5,5,12,6
259052,39,9,7,14,7
259053,41,6,6,9,3
259054,1,1,1,2,2
259055,14,5,2,12,7
259056,32,1,1,1,1
259057,31,5,2,5,2
259058,32,8,8,22,1
259059,58,18,5,7,5
259060,40,16,8,5,1
259061,9,4,3,4,2
259062,39,24,7,9,5
259063,71,4,4,10,5
259064,72,16,9,11,8
259065,32,6,6,11,5
259066,1,1,1,7,4
259067,45,13,3,8,2
259068,24,17,8,7,4
259069,42,8,2,12,6
259070,48,40,10,21,5
259071,34,3,3,5,1
259072,45,12,3,6,3
259073,1,1,1,15,1
259074,3,2,2,1,1
259075,73,32,4,6,5
259076,1,1,1,5,1
259077,63,8,8,10,5
259078,26,6,5,15,4
259079,56,13,13,21,10
259080,17,12,6,7,4
259081,39,6,3,3,2
259082,65,9,5,7,6
259083,32,13,6,33,3
259084,26,9,9,25,4
259085,44,8,8,8,2
259086,53,12,6,6,3
259087,54,26,9,13,6
259088,3,8,2,12,3
259089,14,3,1,3,2
259090,49,11,7,14,2
259091,41,13,2,6,4
259092,50,6,6,12,6
259093,71,12,12,39,5
259094,58,12,7,5,2
259095,68,6,6,26,6
259096,31,4,3,7,1
259097,50,30,4,9,4
259098,62,4,4,9,4
